V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41
Comparison586	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1
Comparison587	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2
Comparison588	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1
Comparison589	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1
Comparison590	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2
Comparison591	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2
Comparison592	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1
Comparison593	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1
Comparison594	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1
Comparison595	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1
Comparison596	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2
Comparison597	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1
Comparison598	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1
Comparison599	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2
Comparison600	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1
Comparison601	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2
Comparison602	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2
Comparison603	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2
Comparison604	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1
Comparison605	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2
Comparison606	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2
Comparison607	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1
Comparison608	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1
Comparison609	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1
Comparison610	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1
Comparison611	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2
Comparison612	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1
Comparison613	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1
Comparison614	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1
Comparison615	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2
Comparison616	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1
Comparison617	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1
Comparison618	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1
Comparison619	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1
Comparison620	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2
Comparison621	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1
Comparison622	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1
Comparison623	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2
Comparison624	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2
Comparison625	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1
Comparison626	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1
Comparison627	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2
Comparison628	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2
Comparison629	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1
Comparison630	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2
Comparison631	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2
Comparison632	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2
Comparison633	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1
Comparison634	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1
Comparison635	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1
Comparison636	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2
Comparison637	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2
Comparison638	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2
Comparison639	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2
Comparison640	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2
Comparison641	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1
Comparison642	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1
Comparison643	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1
Comparison644	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1
Comparison645	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1
Comparison646	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1
Comparison647	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1
Comparison648	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2
Comparison649	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1
Comparison650	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2
Comparison651	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1
Comparison652	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2
Comparison653	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2
Comparison654	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1
Comparison655	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1
Comparison656	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1
Comparison657	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1
Comparison658	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2
Comparison659	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1
Comparison660	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1
Comparison661	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1
Comparison662	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2
Comparison663	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1
Comparison664	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2
Comparison665	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1
Comparison666	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2
